 HR,Name,ID,#,Ltr,Dbl,Con#,Con,RA,RAm,RAs,,Dec,Dm,Ds,Vmag,B-V,U-B,Sp Type,pmRA,pmD,Distance,RV,Sid Lat,Sid Lon,Zod lon,Zod
59,,36 Psc,36,,,7,Psc,0,16,34.1,N,8,14,24,6.11,0.92,0.66,G8II-III,-0.02,-0.019,,1,5.869,189.5207,10,Psc
80,,41 Psc,41,,,7,Psc,0,20,35.9,N,8,11,25,5.37,1.34,1.55,gK3,-0.002,0.008,,16,5.415,190.4199,11,Psc
86,,42 Psc,42,,,7,Psc,0,22,25.5,N,13,28,57,6.23,1.22,,K3III,0.062,0.021,,3,10.0819,192.9714,13,Psc
97,,44 Psc,44,,,7,Psc,0,25,24.2,N,1,56,23,5.77,0.86,0.57,G5III,-0.013,-0.015,,-4,-0.8111,189.039,10,Psc
103,,47 Psc,47,,,7,Psc,0,28,2.9,N,17,53,35,5.06,1.65,1.82,M3III,0.117,0.021,203.8,6,13.5552,196.0581,17,Psc
106,,48 Psc,48,,,7,Psc,0,28,12.7,N,16,26,42,6.06,1.58,2,K5III,0.019,-0.015,,-7,12.2149,195.4927,16,Psc
131,,52 Psc,52,,,7,Psc,0,32,35.5,N,20,17,40,5.38,1.08,0.96,K0III,0.135,-0.047,101.9,-13,15.3,198.081,19,Psc
132,,51 Psc,51,,,7,Psc,0,32,23.8,N,6,57,20,5.67,0,-0.17,B9.5V,0.035,0.002,,17,3.0913,192.6216,13,Psc
155,,53 Psc,53,,,7,Psc,0,36,47.3,N,15,13,54,5.89,-0.15,-0.66,B2.5IV,0.002,-0.015,,-9,10.2533,196.9224,17,Psc
166,,54 Psc,54,,,7,Psc,0,39,21.8,N,21,15,2,5.87,0.85,0.57,K0+V,-0.464,-0.37,32.9,-34,15.5112,199.9854,20,Psc
167,,55 Psc,55,,,7,Psc,0,39,55.6,N,21,26,18,5.36,1.16,1.05,K0III,0.028,-0.035,362.2,-17,15.6281,200.1892,21,Psc
211,,57 Psc,57,,,7,Psc,0,46,33,N,15,28,32,5.38,1.65,1.76,M4IIIa,-0.027,-0.044,217.3,-27,9.5187,199.2137,20,Psc
213,,58 Psc,58,,,7,Psc,0,47,1.5,N,11,58,26,5.5,0.97,,G8II,0.058,-0.036,,-1,6.252,197.9295,18,Psc
214,,59 Psc,59,,,7,Psc,0,47,13.6,N,19,34,44,6.13,0.27,0.18,F0Vn,0.104,0.011,,0,13.2194,201.0297,22,Psc
216,,60 Psc,60,,,7,Psc,0,47,23.6,N,6,44,27,5.99,0.94,0.7,G8III,0.014,-0.015,,14,1.3968,195.9648,16,Psc
217,,61 Psc,61,,,7,Psc,0,47,54.8,N,20,55,31,6.54,0.5,0.03,F8V,0.157,0.006,148.2,1,14.387,201.738,22,Psc
221,,62 Psc,62,,,7,Psc,0,48,17.4,N,7,18,0,5.93,1.1,1,G8III,0.111,0.004,,0,1.8232,196.3876,17,Psc
224,,Del Psc,63,Del,,7,Psc,0,48,41,N,7,35,6,4.43,1.5,1.86,K4IIIb,0.085,-0.052,171.6,32,2.0469,196.5885,17,Psc
225,,64 Psc,64,,,7,Psc,0,48,58.7,N,16,56,26,5.07,0.51,0,F8V,-0.003,-0.204,69.4,2,10.6286,200.3464,21,Psc
230,,65 Psc,65,,B,7,Psc,0,49,52.8,N,27,42,39,7,0.36,0.06,F4III,0.084,-0.01,296.4,5,20.3978,205.0711,26,Psc
231,,65 Psc,65,,A,7,Psc,0,49,53.2,N,27,42,37,7.1,,,F5III,0.091,-0.009,296.4,7,20.3967,205.0723,26,Psc
254,,66 Psc,66,,,7,Psc,0,54,35.2,N,19,11,18,5.74,-0.01,-0.14,A1VN,0.018,-0.014,232.9,10,12.1539,202.5034,23,Psc
262,,67 Psc,67,,,7,Psc,0,55,58.5,N,27,12,34,6.09,0.14,0.09,A5IV,-0.02,0.013,,-8,19.3707,206.1624,27,Psc
274,,68 Psc,68,,,7,Psc,0,57,50.2,N,28,59,32,5.42,1.08,,gG6,0.008,-0.008,,-1,20.8244,207.3422,28,Psc
291,,Sig Psc,69,Sig,,7,Psc,1,2,49.1,N,31,48,16,5.5,-0.05,-0.18,B9.5V,0.015,-0.028,,10,22.9308,209.6537,30,Psc
294,,Eps Psc,71,Eps,,7,Psc,1,2,56.6,N,7,53,24,4.28,0.96,0.7,K0III,-0.078,0.023,120.7,7,0.9324,199.9662,20,Psc
307,,73 Psc,73,,,7,Psc,1,4,52.6,N,5,39,23,6,1.51,1.86,gK5,0.028,-0.014,,-15,-1.3197,199.5554,20,Psc
308,,72 Psc,72,,,7,Psc,1,5,5.4,N,14,56,46,5.68,0.41,-0.06,F4II-III,0.006,0.054,,4,7.2454,203.1689,24,Psc
310,,Psi1 Psc,74,Psi1,A,7,Psc,1,5,40.9,N,21,28,24,5.34,-0.03,-0.06,A1Vn,0.05,-0.016,203.8,-3,13.2078,205.8783,26,Psc
311,,Psi1 Psc,74,Psi1,B,7,Psc,1,5,41.7,N,21,27,55,5.56,-0.07,-0.16,A0Vn,0.047,-0.018,203.8,-4,13.1992,205.878,26,Psc
313,,77 Psc,77,,A,7,Psc,1,5,49.2,N,4,54,30,6.35,0.38,-0.05,F3V,0.022,-0.121,,-7,-2.103,199.4868,20,Psc
314,,77 Psc,77,,B,7,Psc,1,5,51.4,N,4,54,34,7.25,0.49,-0.04,F6V,0.029,-0.119,,-10,-2.1055,199.4956,20,Psc
319,,75 Psc,75,,,7,Psc,1,6,33.6,N,12,57,22,6.12,0.96,,G8III,0.019,0.023,,8,5.2672,202.7315,23,Psc
327,,78 Psc,78,,,7,Psc,1,8,1.3,N,32,0,44,6.25,0.4,-0.01,F5IV,0.204,-0.03,,14,22.653,210.8385,1,Ari
328,,Psi2 Psc,79,Psi2,,7,Psc,1,7,57.2,N,20,44,21,5.55,0.13,0.13,A3V,0.087,-0.094,,-2,12.3203,206.0842,27,Psc
330,,80 Psc,80,,,7,Psc,1,8,22.2,N,5,38,59,5.52,0.34,0,F0III-IV,-0.264,-0.185,90.6,7,-1.6643,200.3566,21,Psc
339,,Psi3 Psc,81,Psi3,,7,Psc,1,9,49.2,N,19,39,31,5.55,0.69,,G0III,-0.006,0.009,,-8,11.1505,206.0679,27,Psc
349,,82 Psc,82,,,7,Psc,1,11,6.8,N,31,25,29,5.16,0.23,,F0V,-0.011,-0.014,,2,21.8416,211.2261,2,Ari
351,,Chi Psc,84,Chi,,7,Psc,1,11,27.2,N,21,2,5,4.66,1.03,0.82,G8.5III-IIIa,0.038,-0.011,217.3,16,12.2687,206.9732,27,Psc
352,,Tau Psc,83,Tau,,7,Psc,1,11,39.6,N,30,5,23,4.51,1.09,1.01,K0.5IIIb,0.072,-0.035,141.7,30,20.5724,210.7584,1,Ari
360,,Phi Psc,85,Phi,,7,Psc,1,13,44.9,N,24,35,1,4.65,1.04,0.85,K0III,0.017,-0.023,465.7,6,15.3293,208.9,29,Psc
361,,Zet Psc,86,Zet,A,7,Psc,1,13,43.9,N,7,34,31,5.24,0.32,0.09,A7IV,0.144,-0.056,125.4,9,-0.3963,202.3185,23,Psc
362,,Zet Psc,86,Zet,B,7,Psc,1,13,45.3,N,7,34,42,6.3,0.49,0.01,F7V,0.147,-0.052,125.4,11,-0.3957,202.325,23,Psc
364,,87 Psc,87,,,7,Psc,1,14,7.6,N,16,8,1,5.98,-0.08,-0.41,B8III,-0.027,-0.026,,-16,7.4927,205.6558,26,Psc
367,,88 Psc,88,,,7,Psc,1,14,42.4,N,6,59,43,6.03,1.08,1.02,gG6,-0.011,-0.024,,-9,-1.0267,202.3237,23,Psc
378,,89 Psc,89,,,7,Psc,1,17,48,N,3,36,52,5.16,0.07,0.08,A3V,-0.046,-0.025,250.8,5,-4.4558,201.7639,22,Psc
383,,Ups Psc,90,Ups,,7,Psc,1,19,28,N,27,15,51,4.76,0.03,0.1,A3V,0.025,-0.013,171.6,8,17.2843,211.2291,2,Ari
389,,91 Psc,91,,,7,Psc,1,21,7.4,N,28,44,17,5.23,1.39,,gK5,0.027,-0.078,,-36,18.4944,212.1921,3,Ari
397,,HR 397,,,,7,Psc,1,23,24.9,N,20,28,8,5.97,1.71,,K5,-0.009,-0.007,,-11,10.6546,209.3892,30,Psc
413,,Rho Psc,93,Rho,,7,Psc,1,26,15.3,N,19,10,20,5.38,0.39,-0.1,F2V:,-0.024,0.01,85.8,-9,9.1968,209.5215,30,Psc
414,,94 Psc,94,,,7,Psc,1,26,41.7,N,19,14,25,5.5,1.11,1.05,K1III,0.05,-0.061,250.8,-42,9.2204,209.645,30,Psc
432,,97 Psc,97,,,7,Psc,1,29,52.9,N,18,21,20,6.02,0.14,0.14,A4IV,0.063,-0.003,,4,8.1132,210.0191,1,Ari
434,,Mu Psc,98,Mu,,7,Psc,1,30,11.1,N,6,8,38,4.84,1.37,1.54,K4III,0.294,-0.048,181.1,34,-3.2748,205.5762,26,Psc
437,,Eta Psc,99,Eta,,7,Psc,1,31,29,N,15,20,45,3.62,0.97,0.75,G7IIIa,0.028,-0.006,217.3,15,5.1708,209.2569,30,Psc
455,,101 Psc,101,,,7,Psc,1,35,46.4,N,14,39,41,6.22,-0.04,-0.21,B9.5III,0.004,-0.011,,-16,4.1484,209.9726,30,Psc
463,,Pi Psc,102,Pi,,7,Psc,1,37,5.9,N,12,8,30,5.57,0.35,-0.02,F0V,-0.066,0.043,,-1,1.6806,209.3555,30,Psc
475,,105 Psc,105,,,7,Psc,1,39,40.8,N,16,24,21,5.97,1.12,,K2III,0.077,-0.015,,17,5.4281,211.4892,2,Ari
489,,Nu Psc,106,Nu,,7,Psc,1,41,25.9,N,5,29,15,4.44,1.36,1.57,K3IIIb,-0.021,0.002,79.5,0,-4.9204,207.9475,28,Psc
493,,107 Psc,107,,,7,Psc,1,42,29.8,N,20,16,7,5.24,0.84,0.49,K1V,-0.296,-0.672,27.4,-34,8.7855,213.53,4,Ari
508,,109 Psc,109,,,7,Psc,1,44,55.8,N,20,4,59,6.27,0.75,0.23,G3Va,-0.041,-0.109,120.7,-44,8.4033,214.0006,5,Ari
510,,Omi Psc,110,Omi,,7,Psc,1,45,23.6,N,9,9,28,4.26,0.96,0.71,G8III,0.073,0.048,141.7,14,-1.848,210.184,1,Ari
549,,Xi Psc,111,Xi,,7,Psc,1,53,33.3,N,3,11,15,4.62,0.94,0.72,K0III,0.022,0.023,652,30,-8.1616,209.9617,30,Psc
582,,112 Psc,112,,,7,Psc,2,0,9.2,N,3,5,50,5.88,0.62,0.19,G2IV,0.231,-0.251,95.9,-17,-8.829,211.4883,2,Ari
595,,Alp Psc,113,Alp,B,7,Psc,2,2,2.8,N,2,45,49,5.23,,,A3m,0.033,-0.005,652,9,-9.3076,211.8195,2,Ari
596,Alrescha,Alp Psc,113,Alp,A,7,Psc,2,2,2.8,N,2,45,49,4.33,0.03,-0.05,A0p,0.033,-0.005,652,9,-9.3076,211.8195,2,Ari
8715,,1 Psc,1,,,7,Psc,22,54,59.5,N,1,3,53,6.11,0.2,0.15,A7III,0.023,0.001,,13,7.5429,167.8797,18,Aqr
8742,,2 Psc,2,,,7,Psc,22,59,27.4,N,0,57,46,5.43,0.98,0.83,gK1,0.086,-0.071,,-13,7.0084,168.8777,19,Aqr
8750,,3 Psc,3,,,7,Psc,23,0,37.9,N,0,11,9,6.21,0.89,0.6,G4III,0.044,0.013,,-16,6.1755,168.848,19,Aqr
8773,,Bet Psc,4,Bet,,7,Psc,23,3,52.6,N,3,49,12,4.53,-0.12,-0.49,B6Ve,0.013,-0.011,,0,9.2025,171.0263,22,Aqr
8807,,5 Psc,5,,,7,Psc,23,8,40.9,N,2,7,40,5.4,0.91,0.56,G8III-IV,0.145,0.108,,-18,7.1644,171.4737,22,Aqr
8852,,Gam Psc,6,Gam,,7,Psc,23,17,9.9,N,3,16,56,3.69,0.92,0.58,G9-III,0.762,0.017,90.6,-14,7.3742,173.894,24,Aqr
8878,,7 Psc,7,,,7,Psc,23,20,20.6,N,5,22,53,5.05,1.2,1.12,K2III,0.082,-0.062,1630,38,8.9813,175.4671,26,Aqr
8911,,Kap Psc,8,Kap,,7,Psc,23,26,56,N,1,15,20,4.94,0.03,-0.02,A0p,0.089,-0.097,81.5,-3,4.5239,175.3446,26,Aqr
8912,,9 Psc,9,,,7,Psc,23,27,14.8,N,1,7,21,6.25,1.02,0.8,G7III,0.044,-0.035,,-7,4.3699,175.3641,26,Aqr
8916,,The Psc,10,The,,7,Psc,23,27,58.1,N,6,22,44,4.28,1.07,1.01,K1III,-0.121,-0.045,203.8,6,9.1223,177.6299,28,Aqr
8934,,13 Psc,13,,,7,Psc,23,31,57.6,S,1,5,9,6.38,1.18,1.1,K1III,0.012,0.017,,-23,1.863,175.5749,26,Aqr
8944,,14 Psc,14,,,7,Psc,23,34,9,S,1,14,51,5.87,0.3,0.16,A2m,0.108,-0.013,,-3,1.4923,176.014,27,Aqr
8954,,16 Psc,16,,,7,Psc,23,36,23.3,N,2,6,8,5.68,0.44,-0.08,F6Vb,-0.103,0.061,,39,4.3407,177.8567,28,Aqr
8969,,Iot Psc,17,Iot,,7,Psc,23,39,57,N,5,37,35,4.13,0.51,0,F7V,0.378,-0.438,43.5,5,7.2105,180.0855,1,Psc
8984,,Lam Psc,18,Lam,,7,Psc,23,42,2.8,N,1,46,48,4.5,0.2,0.08,A7V,-0.129,-0.155,116.4,12,3.468,179.029,30,Aqr
9004,,19 Psc,19,,,7,Psc,23,46,23.5,N,3,29,12,5.04,2.6,3.49,C5II,-0.03,-0.025,,11,4.5901,180.7075,1,Psc
9012,,20 Psc,20,,,7,Psc,23,47,56.5,S,2,45,42,5.49,0.94,0.7,G8III,0.096,0.005,,-7,-1.3018,178.5775,29,Aqr
9022,,21 Psc,21,,,7,Psc,23,49,27.5,N,1,4,34,5.77,0.16,0.12,A5Vm,-0.002,-0.03,,5,2.0652,180.4506,1,Psc
9033,,22 Psc,22,,,7,Psc,23,51,57.9,N,2,55,49,5.55,1.53,1.86,K4IIIa,0.02,-0.015,,0,3.51,181.7646,2,Psc
9041,,24 Psc,24,,,7,Psc,23,52,55.6,S,3,9,20,5.93,1.07,0.96,G9III,0.075,-0.046,,-6,-2.172,179.5634,30,Aqr
9042,,25 Psc,25,,,7,Psc,23,53,4.8,N,2,5,26,6.28,-0.01,-0.01,A1V,0.022,-0.012,,5,2.6257,181.6856,2,Psc
9048,,26 Psc,26,,,7,Psc,23,55,7.8,N,7,4,16,6.21,-0.07,-0.19,B9V,0.021,-0.019,,17,6.9827,184.151,5,Psc
9067,,27 Psc,27,,,7,Psc,23,58,40.4,S,3,33,22,4.86,0.93,0.7,G9III,-0.051,-0.072,112.4,0,-3.1267,180.7208,1,Psc
9072,,Ome Psc,28,Ome,,7,Psc,23,59,18.7,N,6,51,48,4.01,0.42,0.06,F4IV,0.153,-0.115,181.1,2,6.3649,185.0245,6,Psc
9087,,29 Psc,29,,,7,Psc,0,1,49.4,S,3,1,39,5.1,-0.12,-0.51,B7III-IV,0.016,-0.009,,23,-2.9639,181.6538,2,Psc
9089,,30 Psc,30,,,7,Psc,0,1,57.6,S,6,0,51,4.41,1.63,1.83,M3III,0.051,-0.041,543.3,-12,-5.7166,180.4901,1,Psc
9092,,31 Psc,31,,,7,Psc,0,2,24.2,N,8,57,25,6.32,0.18,0.14,A6V,0.005,-0.003,,11,7.9673,186.5774,7,Psc
9093,,32 Psc,32,,,7,Psc,0,2,29.7,N,8,29,8,5.63,0.29,0.03,F0V,-0.092,-0.047,,10,7.5262,186.4073,7,Psc
2451,,Nu Pup,,Nu,,47.1,Pup,6,37,45.7,S,43,11,46,3.17,-0.11,-0.41,B8III,0.002,-0.006,,28,-66.105,289.5891,20,Gem
2462,,HR 2462,,,,47.1,Pup,6,38,37.6,S,48,13,13,4.93,0.87,0.6,G8III,0.008,0.012,271.7,28,-71.0242,292.5049,23,Gem
2518,,HR 2518,,,,47.1,Pup,6,47,21.4,S,37,55,47,5.26,-0.08,-0.25,B9IV,-0.007,-0.015,,47,-60.6234,291.6767,22,Gem
2548,,HR 2548,,,,47.1,Pup,6,49,54.6,S,46,36,53,5.14,0.45,-0.02,F5V,0.004,0.37,66.5,20,-69.0532,296.9015,27,Gem
2549,,HR 2549,,,,47.1,Pup,6,50,52.4,S,34,22,2,4.99,1.38,1.56,K5III,0.007,0.006,,30,-56.9963,291.9052,22,Gem
2553,,Tau Pup,,Tau,,47.1,Pup,6,49,56.2,S,50,36,53,2.93,1.2,1.21,K1III,0.036,-0.07,,36,-72.9166,300.1678,1,Cnc
2608,,R Pup,,R,,47.1,Pup,6,56,16,S,48,43,16,4.95,1.69,1.92,M1III,0.006,0.01,,22,-70.8169,301.531,2,Cnc
2619,,t Pup,,t,,47.1,Pup,6,58,25.1,S,34,6,42,5.06,-0.16,-0.65,B3V,-0.006,0.005,,19,-56.491,294.6235,25,Gem
2666,,C Pup,,C,,47.1,Pup,7,4,2.8,S,42,20,14,5.2,0.2,0.15,Am,-0.008,0.072,130.4,28,-64.3099,300.4089,1,Cnc
2672,,H Pup,,H,,47.1,Pup,7,3,53.7,S,49,35,2,4.93,0.13,0.12,A4IV,-0.045,0.146,163,27,-71.2616,305.9944,6,Cnc
2702,,A Pup,,A,,47.1,Pup,7,8,51.1,S,39,39,21,4.83,-0.18,-0.69,B2IV-V,-0.009,0.002,,20,-61.4939,300.8687,1,Cnc
2719,,HR 2719,,,,47.1,Pup,7,10,47.5,S,48,55,56,5.14,1.24,1.29,K2III,-0.012,0.192,105.2,64,-70.2748,308.4968,9,Cnc
2727,,E Pup,,E,,47.1,Pup,7,12,15.8,S,40,29,56,5.31,0.06,0.09,A3p,-0.018,-0.015,362.2,17,-62.1519,302.6545,3,Cnc
2740,,I Pup,,I,,47.1,Pup,7,12,33.6,S,46,45,34,4.49,0.32,-0.01,F0IV,-0.132,0.103,67.9,-1,-68.131,307.1851,8,Cnc
2746,,L1 Pup,,L1,,47.1,Pup,7,13,13.4,S,45,10,59,4.89,-0.02,-0.07,A0p,-0.019,-0.099,326,4,-66.5994,306.154,7,Cnc
2748,,L2 Pup,,L2,,47.1,Pup,7,13,32.4,S,44,38,23,5.1,1.56,,M5IIIe,0.114,0.33,148.2,53,-66.0652,305.8676,6,Cnc
2762,,HR 2762,,,,47.1,Pup,7,14,38.2,S,48,16,18,4.76,-0.1,-0.29,B8-9V,0.004,0.004,,39,-69.4382,309.527,10,Cnc
2770,,HR 2770,,,,47.1,Pup,7,16,49.5,S,36,35,34,5.03,-0.17,-0.69,B2IV-V,0.001,-0.002,,9,-58.152,302.385,3,Cnc
2773,,Pi Pup,,Pi,,47.1,Pup,7,17,8.6,S,37,5,51,2.7,1.62,1.24,K3Ib,-0.009,0.004,101.9,16,-58.6263,302.7419,3,Cnc
2787,,v1 Pup,,v1,,47.1,Pup,7,18,18.4,S,36,44,3,4.66,-0.1,-0.8,B2V+B3IVne,-0.003,0.001,,19,-58.2181,302.9961,3,Cnc
2790,,v2 Pup,,v2,,47.1,Pup,7,18,38.2,S,36,44,34,5.11,-0.16,-0.66,B2IVne,-0.002,0.003,,18,-58.2105,303.1213,4,Cnc
2791,,F Pup,,F,,47.1,Pup,7,18,33.6,S,39,12,37,5.25,0.01,0.07,A1V,0.01,0.007,232.9,32,-60.5994,304.3607,5,Cnc
2815,,HR 2815,,,,47.1,Pup,7,20,38.7,S,52,5,10,5.39,-0.07,,B9II-III,-0.019,-0.007,,18,-72.5638,316.9556,17,Cnc
2819,,HR 2819,,,,47.1,Pup,7,23,0.6,S,31,55,26,5.43,-0.15,-0.68,B5IIIn,-0.014,0.004,,24,-53.3202,302.5867,3,Cnc
2822,,HR 2822,,,,47.1,Pup,7,23,29.1,S,27,50,3,5.38,1.53,1.83,K2III,0.045,0.005,250.8,48,-49.3091,301.2708,2,Cnc
2823,,HR 2823,,,,47.1,Pup,7,23,31.9,S,32,12,8,5.39,-0.18,-0.69,B3III-IV,-0.009,0.004,,21,-53.5659,302.8769,3,Cnc
2825,,HR 2825,,,,47.1,Pup,7,24,40.1,S,16,12,4,5.33,-0.05,-0.6,B2.5IVe,-0.014,-0.01,,2,-37.8435,298.4511,29,Gem
2834,,HR 2834,,,,47.1,Pup,7,24,43.8,S,31,48,32,5.35,1.07,0.91,G8II,-0.02,0.01,,20,-53.1255,303.1323,4,Cnc
2874,,n Pup,,n,,47.1,Pup,7,29,51.4,S,23,1,28,4.85,0.23,0.14,A5Ib,-0.004,-0.006,,37,-44.3111,301.8161,2,Cnc
2875,,y Pup,,y,,47.1,Pup,7,29,5.7,S,38,48,44,5.43,-0.16,,B5Vp,-0.016,0.011,,24,-59.6592,308.0596,9,Cnc
2878,,Sig Pup,,Sig,,47.1,Pup,7,29,13.8,S,43,18,5,3.25,1.51,1.78,K5III,-0.055,0.187,163,88,-63.9162,311.1313,12,Cnc
2881,,HR 2881,,,,47.1,Pup,7,30,42.5,S,30,57,44,4.65,0.93,0.64,G3Ib,-0.021,0,141.7,14,-52.0053,304.8242,5,Cnc
2902,,HR 2902,,,,47.1,Pup,7,33,47.9,S,14,31,26,4.97,1.41,0.29,M2Iabpe,-0.012,0.004,,22,-35.7982,300.7539,1,Cnc
2906,,HR 2906,,,,47.1,Pup,7,34,3.2,S,22,17,46,4.45,0.51,0.06,F6IV,-0.04,0.046,60.4,61,-43.3996,302.9081,3,Cnc
2922,,p Pup,,p,,47.1,Pup,7,35,22.8,S,28,22,10,4.64,-0.11,-0.4,B8V,-0.074,-0.019,,3,-49.249,305.3632,6,Cnc
2937,,f Pup,,f,,47.1,Pup,7,37,22.1,S,34,58,7,4.53,-0.09,-0.31,B8IV,-0.022,0.014,,24,-55.5122,308.9074,9,Cnc
2944,,m Pup,,m,,47.1,Pup,7,38,18,S,25,21,53,4.7,-0.11,-0.35,B8IV,-0.007,-0.007,,41,-46.1785,305.2219,6,Cnc
2948,,k1 Pup,,k1,A,47.1,Pup,7,38,49.3,S,26,48,6,4.5,-0.17,-0.57,B6V,-0.017,0.019,326,24,-47.5473,305.8951,6,Cnc
2949,,k2 Pup,,k2,B,47.1,Pup,7,38,49.8,S,26,48,13,4.62,,,B5IVn,-0.029,0.028,326,33,-47.5487,305.8984,6,Cnc
2959,,HR 2959,,,,47.1,Pup,7,40,23.2,S,15,15,49,4.94,1.56,1.8,K3II,-0.01,-0.022,652,0,-36.2152,302.8625,3,Cnc
2961,,d1 Pup,,d1,,47.1,Pup,7,39,27.4,S,38,18,30,4.84,-0.19,-0.66,B2.5V,-0.014,0.004,,26,-58.5783,311.4969,12,Cnc
2981,,d3 Pup,,d3,,47.1,Pup,7,41,15.8,S,38,32,1,5.42,-0.15,-0.56,B5V,-0.017,0.013,,40,-58.6821,312.2765,13,Cnc
2993,,1 Pup,1,,,47.1,Pup,7,43,32.4,S,28,24,40,4.59,1.63,1.96, K3Ib,-0.014,0.025,181.1,33,-48.8504,308.0202,9,Cnc
2996,,3 Pup,3,,,47.1,Pup,7,43,48.5,S,28,57,17,3.96,0.18,-0.09,A2Iabe,0.002,0.005,,25,-49.3604,308.3258,9,Cnc
2998,,HR 2998,,,,47.1,Pup,7,42,57.2,S,45,10,24,5.06,0.78,0.32,G6IV,-0.066,-0.558,,28,-64.7776,317.9734,18,Cnc
3002,,HR 3002,,,,47.1,Pup,7,43,41.9,S,40,56,2,5.17,1.1,1.06,K1III,0.133,-0.175,125.4,53,-60.7915,314.7578,15,Cnc
3009,,2 Pup,2,,B,47.1,Pup,7,45,28.7,S,14,41,10,6.89,,,A8V,-0.016,-0.018,,30,-35.3991,304.1906,5,Cnc
3010,,2 Pup,2,,A,47.1,Pup,7,45,29.1,S,14,41,27,6.07,0.11,,A2V,-0.014,-0.026,,24,-35.4034,304.1937,5,Cnc
3015,,4 Pup,4,,,47.1,Pup,7,45,56.9,S,14,33,50,5.04,0.33,0.09,F0V,-0.012,0.006,105.2,-2,-35.256,304.294,5,Cnc
3017,,c Pup,,c,,47.1,Pup,7,45,15.3,S,37,58,7,3.61,1.73,1.72,K2.5Ib-II,-0.01,0.002,543.3,17,-57.8993,313.3275,14,Cnc
3018,,HR 3018,,,,47.1,Pup,7,45,35,S,34,10,23,5.37,0.6,-0.06,G0V,-0.279,1.665,50.9,103,-54.2701,311.2997,12,Cnc
3029,,5 Pup,5,,,47.1,Pup,7,47,56.7,S,12,11,35,5.48,0.48,-0.02,dF5,-0.111,0.059,250.8,27,-32.8378,304.2492,5,Cnc
3034,,Omi Pup,,Omi,,47.1,Pup,7,48,5.2,S,25,56,14,4.5,-0.05,-1.02,B0V:pe,-0.009,0.006,,15,-46.2044,308.5052,9,Cnc
3035,,HR 3035,,,,47.1,Pup,7,47,25,S,38,30,40,5.08,-0.1,-0.65,B2.5III,-0.006,0,,12,-58.2744,314.4227,15,Cnc
3037,,HR 3037,,,,47.1,Pup,7,47,31.5,S,46,36,31,5.23,-0.14,-0.85,B1.5IV,-0.002,0.004,,34,-65.7635,321.115,22,Cnc
3043,,HR 3043,,,,47.1,Pup,7,49,1.7,S,24,54,44,5.33,0.76,,G0III,-0.03,0.019,90.6,2,-45.1599,308.4193,9,Cnc
3044,,6 Pup,6,,,47.1,Pup,7,49,41.2,S,17,13,42,5.18,1.28,1.49,K3III,0.052,-0.117,,44,-37.662,306.1217,7,Cnc
3045,,Xi Pup,7,Xi,,47.1,Pup,7,49,17.7,S,24,51,35,3.34,1.24,1.16,G6Iab-Ib,-0.003,-0.002,1086.7,3,-45.0941,308.4828,9,Cnc
3046,,Q Pup,,Q,,47.1,Pup,7,48,20.3,S,47,4,40,4.71,1.06,0.92,K0III,-0.088,-0.078,543.3,-1,-66.1273,321.9211,22,Cnc
3055,,P Pup,,P,,47.1,Pup,7,49,14.3,S,46,22,24,4.11,-0.18,-1.01,B0III,0,0.006,,24,-65.4267,321.5068,22,Cnc
3063,,8 Pup,8,,,47.1,Pup,7,51,40.9,S,12,49,10,6.36,0.39,,F2,-0.001,-0.011,,21,-33.2579,305.4723,6,Cnc
3064,,9 Pup,9,,,47.1,Pup,7,51,46.3,S,13,53,53,5.17,0.6,0.06,G0V:,-0.062,-0.34,52.6,-18,-34.3056,305.7878,6,Cnc
3073,,10 Pup,10,,,47.1,Pup,7,52,18.9,S,14,50,47,5.69,0.37,0.21,F1Ia,-0.011,-0.002,,17,-35.2014,306.205,7,Cnc
3079,,HR 3079,,,,47.1,Pup,7,52,15.7,S,34,42,19,5.01,0.44,-0.06,F5V,-0.194,0.243,44.1,27,-54.364,313.8168,14,Cnc
3080,,a Pup,,a,,47.1,Pup,7,52,13,S,40,34,33,3.73,1.04,0.78,K1-2II+A0,-0.01,0.003,105.2,24,-59.8915,317.5184,18,Cnc
3084,,b Pup,,b,,47.1,Pup,7,52,38.7,S,38,51,47,4.49,-0.19,-0.69,B2.5V,-0.002,-0.006,271.7,-31,-58.2625,316.4639,17,Cnc
3085,,HR 3085,,,,47.1,Pup,7,53,3.5,S,36,21,50,5.43,1.16,,K0III,-0.005,-0.005,93.1,12,-55.8835,315.0278,16,Cnc
3089,,HR 3089,,,,47.1,Pup,7,53,3.7,S,49,36,47,4.63,-0.23,-0.93,B1.5Vp,0.002,0.016,,8,-68.0145,326.7252,27,Cnc
3090,,J Pup,,J,,47.1,Pup,7,53,18.2,S,48,6,11,4.24,-0.14,-1,B0.5Ib,0.004,0.001,,41,-66.6701,324.9285,25,Cnc
3091,,HR 3091,,,,47.1,Pup,7,54,11,S,35,52,39,5.49,-0.19,-0.73,B2V,-0.001,-0.01,,28,-55.3507,315.1194,16,Cnc
3102,,11 Pup,11,,,47.1,Pup,7,56,51.5,S,22,52,48,4.2,0.72,0.42,F7II,-0.026,0.009,141.7,14,-42.745,310.0792,11,Cnc
